"","ensembl_gene_id","entrezgene_id","gene_biotype","transcript_biotype"
"447","ENSG00000229505",NA,"processed_pseudogene","processed_pseudogene"
"448","ENSG00000228187",NA,"processed_pseudogene","processed_pseudogene"
"449","ENSG00000285201",NA,"lncRNA","lncRNA"
"450","ENSG00000182183",348378,"protein_coding","protein_coding"
"451","ENSG00000236407",NA,"processed_pseudogene","processed_pseudogene"
"452","ENSG00000271949",NA,"protein_coding","nonsense_mediated_decay"
"453","ENSG00000227062",NA,"processed_pseudogene","processed_pseudogene"
"454","ENSG00000067334",30836,"protein_coding","protein_coding"
"455","ENSG00000235011",NA,"lncRNA","lncRNA"
"456","ENSG00000235673",NA,"processed_pseudogene","processed_pseudogene"
"457","ENSG00000226938",NA,"lncRNA","lncRNA"
"458","ENSG00000213559",NA,"processed_pseudogene","processed_pseudogene"
"459","ENSG00000142949",5792,"protein_coding","protein_coding_CDS_not_defined"
"460","ENSG00000116133",1718,"protein_coding","protein_coding"
"461","ENSG00000232882",NA,"processed_pseudogene","processed_pseudogene"
"462","ENSG00000171502",255631,"protein_coding","protein_coding"
"463","ENSG00000162399",7809,"protein_coding","protein_coding"
"464","ENSG00000116157",2882,"protein_coding","protein_coding"
"465","ENSG00000143036",126969,"protein_coding","protein_coding"
"466","ENSG00000232672",NA,"processed_pseudogene","processed_pseudogene"
"467","ENSG00000230817",103283057,"lncRNA","lncRNA"
"468","ENSG00000065243",5586,"protein_coding","protein_coding"
"469","ENSG00000226759",101926890,"lncRNA","lncRNA"
"470","ENSG00000226960",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"471","ENSG00000234080",NA,"processed_pseudogene","processed_pseudogene"
"472","ENSG00000237899",NA,"lncRNA","lncRNA"
"473","ENSG00000223905",NA,"processed_pseudogene","processed_pseudogene"
"474","ENSG00000227290",100505768,"lncRNA","lncRNA"
"475","ENSG00000229486",NA,"processed_pseudogene","processed_pseudogene"
"476","ENSG00000282898",NA,"lncRNA","lncRNA"
"477","ENSG00000285409",NA,"lncRNA","lncRNA"
"478","ENSG00000231090",109729135,"lncRNA","lncRNA"
"479","ENSG00000117528",5825,"protein_coding","protein_coding"
"480","ENSG00000271723",NA,"protein_coding","nonsense_mediated_decay"
"481","ENSG00000172339",199857,"protein_coding","protein_coding"
"482","ENSG00000036549",26009,"protein_coding","protein_coding_CDS_not_defined"
"483","ENSG00000058799",54432,"protein_coding","nonsense_mediated_decay"
"484","ENSG00000225191",NA,"processed_pseudogene","processed_pseudogene"
"485","ENSG00000235563",NA,"lncRNA","lncRNA"
"486","ENSG00000232048",NA,"processed_pseudogene","processed_pseudogene"
"487","ENSG00000232857",NA,"processed_pseudogene","processed_pseudogene"
"488","ENSG00000273637",NA,"lncRNA","lncRNA"
"489","ENSG00000203985",388633,"protein_coding","protein_coding"
"490","ENSG00000228838",NA,"lncRNA","lncRNA"
"491","ENSG00000283761",NA,"protein_coding","nonsense_mediated_decay"
"492","ENSG00000189433",127534,"protein_coding","protein_coding"
"493","ENSG00000230759",NA,"lncRNA","lncRNA"
"494","ENSG00000231866",NA,"processed_pseudogene","processed_pseudogene"
"495","ENSG00000179178",128218,"protein_coding","protein_coding"
"496","ENSG00000142700",63950,"protein_coding","protein_coding"
"497","ENSG00000285525",NA,"lncRNA","lncRNA"
"498","ENSG00000236098",NA,"lncRNA","lncRNA"
"499","ENSG00000233514",NA,"processed_pseudogene","processed_pseudogene"
"500","ENSG00000127124",59269,"protein_coding","protein_coding"
"501","ENSG00000266993",NA,"lncRNA","lncRNA"
"502","ENSG00000223675",NA,"lncRNA","lncRNA"
"503","ENSG00000162604",83941,"protein_coding","protein_coding"
"504","ENSG00000229316",NA,"processed_pseudogene","processed_pseudogene"
"505","ENSG00000116171",6342,"protein_coding","protein_coding"
"506","ENSG00000225767",NA,"lncRNA","lncRNA"
"507","ENSG00000234099",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"508","ENSG00000137936",8412,"protein_coding","protein_coding"
"509","ENSG00000235308",NA,"processed_pseudogene","processed_pseudogene"
"510","ENSG00000232752",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"511","ENSG00000235829",NA,"processed_pseudogene","processed_pseudogene"
"512","ENSG00000143032",343472,"protein_coding","protein_coding"
"513","ENSG00000226745",NA,"processed_pseudogene","processed_pseudogene"
"514","ENSG00000178028",55929,"protein_coding","protein_coding"
"515","ENSG00000280040",NA,"TEC","TEC"
"516","ENSG00000168710",10768,"protein_coding","protein_coding"
"517","ENSG00000117519",1266,"protein_coding","protein_coding"
"518","ENSG00000270507",NA,"processed_pseudogene","processed_pseudogene"
"519","ENSG00000238037",NA,"processed_pseudogene","processed_pseudogene"
"520","ENSG00000215869",100129138,"transcribed_processed_pseudogene","processed_transcript"
"521","ENSG00000134215",10451,"protein_coding","protein_coding"
"522","ENSG00000227935",NA,"lncRNA","lncRNA"
"523","ENSG00000228502",NA,"processed_pseudogene","processed_pseudogene"
"524","ENSG00000236268",101927498,"lncRNA","lncRNA"
"525","ENSG00000271277",NA,"processed_pseudogene","processed_pseudogene"
"526","ENSG00000236888",NA,"processed_pseudogene","processed_pseudogene"
"527","ENSG00000279778",NA,"TEC","TEC"
"528","ENSG00000230955",NA,"lncRNA","lncRNA"
"529","ENSG00000230828",NA,"processed_pseudogene","processed_pseudogene"
"530","ENSG00000188641",1806,"protein_coding","protein_coding"
"531","ENSG00000152078",148534,"protein_coding","protein_coding"
"532","ENSG00000237279",NA,"processed_pseudogene","processed_pseudogene"
"533","ENSG00000233359",NA,"lncRNA","lncRNA"
"534","ENSG00000237954",NA,"lncRNA","lncRNA"
"535","ENSG00000185668",5453,"protein_coding","protein_coding"
"536","ENSG00000171492",55144,"protein_coding","protein_coding"
"537","ENSG00000233129",NA,"processed_pseudogene","processed_pseudogene"
"538","ENSG00000170989",1901,"protein_coding","protein_coding"
"539","ENSG00000258634",NA,"lncRNA","lncRNA"
"540","ENSG00000233557",NA,"processed_pseudogene","processed_pseudogene"
"541","ENSG00000237897",NA,"processed_pseudogene","processed_pseudogene"
"542","ENSG00000116299",57535,"protein_coding","protein_coding"
"543","ENSG00000137962",9411,"protein_coding","retained_intron"
"544","ENSG00000227832",NA,"processed_pseudogene","processed_pseudogene"
"545","ENSG00000260464",NA,"lncRNA","lncRNA"
"546","ENSG00000237435",102723661,"lncRNA","lncRNA"
"547","ENSG00000231996",NA,"processed_pseudogene","processed_pseudogene"
"548","ENSG00000273204",NA,"lncRNA","lncRNA"
"549","ENSG00000079739",5236,"protein_coding","protein_coding"
"550","ENSG00000117154",84966,"protein_coding","protein_coding"
"551","ENSG00000162377",65260,"protein_coding","protein_coding"
"552","ENSG00000224613",101928436,"lncRNA","lncRNA"
"553","ENSG00000215871",NA,"processed_pseudogene","processed_pseudogene"
"554","ENSG00000232542",NA,"lncRNA","lncRNA"
"555","ENSG00000116774",56944,"protein_coding","protein_coding"
"556","ENSG00000284652",NA,"lncRNA","lncRNA"
"557","ENSG00000023909",2730,"protein_coding","protein_coding"
"558","ENSG00000069702",7049,"protein_coding","nonsense_mediated_decay"
"559","ENSG00000232185",NA,"processed_pseudogene","processed_pseudogene"
"560","ENSG00000230489",100873946,"lncRNA","lncRNA"
"561","ENSG00000228399",NA,"processed_pseudogene","processed_pseudogene"
"562","ENSG00000236776",NA,"processed_pseudogene","processed_pseudogene"
"563","ENSG00000224685",NA,"processed_pseudogene","processed_pseudogene"
"564","ENSG00000237480",NA,"lncRNA","lncRNA"
"565","ENSG00000271252",NA,"lncRNA","lncRNA"
"566","ENSG00000230427",101928098,"lncRNA","lncRNA"
"567","ENSG00000235794",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"568","ENSG00000237337",NA,"lncRNA","lncRNA"
"569","ENSG00000233983",NA,"processed_pseudogene","processed_pseudogene"
"570","ENSG00000198198",23334,"protein_coding","protein_coding"
"571","ENSG00000225183",NA,"processed_pseudogene","processed_pseudogene"
"572","ENSG00000230402",NA,"lncRNA","lncRNA"
"573","ENSG00000116793",10745,"protein_coding","protein_coding_CDS_not_defined"
"574","ENSG00000238122",NA,"lncRNA","lncRNA"
"575","ENSG00000260879",NA,"lncRNA","lncRNA"
"576","ENSG00000283354",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"577","ENSG00000232918",NA,"processed_pseudogene","processed_pseudogene"
"578","ENSG00000236360",NA,"processed_pseudogene","processed_pseudogene"
"579","ENSG00000183298",NA,"processed_pseudogene","processed_pseudogene"
"580","ENSG00000234332",NA,"processed_pseudogene","processed_pseudogene"
"581","ENSG00000117525",2152,"protein_coding","protein_coding"
"582","ENSG00000225079",NA,"processed_pseudogene","processed_pseudogene"
"583","ENSG00000226483",NA,"processed_pseudogene","processed_pseudogene"
"584","ENSG00000224238",NA,"lncRNA","lncRNA"
"585","ENSG00000229537",105378769,"lncRNA","lncRNA"
"586","ENSG00000162699",NA,"processed_pseudogene","processed_pseudogene"
"587","ENSG00000162692",7412,"protein_coding","protein_coding"
"588","ENSG00000203914",NA,"processed_pseudogene","processed_pseudogene"
"589","ENSG00000270457",NA,"lncRNA","lncRNA"
"590","ENSG00000203858",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"591","ENSG00000231987",101928241,"lncRNA","lncRNA"
"592","ENSG00000228057",NA,"processed_pseudogene","processed_pseudogene"
"593","ENSG00000261593",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"594","ENSG00000224445",101928270,"lncRNA","lncRNA"
"595","ENSG00000229842",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"596","ENSG00000270631",NA,"processed_pseudogene","processed_pseudogene"
"597","ENSG00000229201",NA,"lncRNA","lncRNA"
"598","ENSG00000181656",54112,"protein_coding","protein_coding"
"599","ENSG00000122481",25950,"protein_coding","protein_coding"
"600","ENSG00000198162",10905,"protein_coding","protein_coding"
"601","ENSG00000238198",100996251,"lncRNA","lncRNA"
"602","ENSG00000171517",23566,"protein_coding","protein_coding"
"603","ENSG00000228852",NA,"lncRNA","lncRNA"
"604","ENSG00000203864",388667,"lncRNA","lncRNA"
"605","ENSG00000233482",NA,"lncRNA","lncRNA"
"606","ENSG00000230250",105378739,"lncRNA","lncRNA"
"607","ENSG00000232878",100873932,"lncRNA","lncRNA"
"608","ENSG00000143079",55917,"protein_coding","protein_coding"
"609","ENSG00000232450",NA,"transcribed_processed_pseudogene","transcribed_processed_pseudogene"
"610","ENSG00000223575",NA,"processed_pseudogene","processed_pseudogene"
"611","ENSG00000230768",101928476,"lncRNA","lncRNA"
"612","ENSG00000235202",104355292,"lncRNA","lncRNA"
"613","ENSG00000272715",NA,"lncRNA","lncRNA"
"614","ENSG00000235038",NA,"lncRNA","lncRNA"
"615","ENSG00000143093",85369,"protein_coding","protein_coding"
"616","ENSG00000226415",NA,"processed_pseudogene","processed_pseudogene"
"617","ENSG00000085491",29957,"protein_coding","protein_coding"
"618","ENSG00000173947",128344,"protein_coding","protein_coding"
"619","ENSG00000230434",NA,"lncRNA","lncRNA"
"620","ENSG00000230718",NA,"processed_pseudogene","processed_pseudogene"
"621","ENSG00000134198",10100,"protein_coding","protein_coding"
"622","ENSG00000235595",NA,"processed_pseudogene","processed_pseudogene"
"623","ENSG00000226053",729987,"lncRNA","lncRNA"
"624","ENSG00000226128",NA,"processed_pseudogene","processed_pseudogene"
"625","ENSG00000198799",9860,"protein_coding","protein_coding"
"626","ENSG00000279513",NA,"TEC","TEC"
"627","ENSG00000117620",23443,"protein_coding","protein_coding"
"628","ENSG00000280186",NA,"TEC","TEC"
"629","ENSG00000223906",NA,"lncRNA","lncRNA"
"630","ENSG00000162688",178,"protein_coding","protein_coding"
"631","ENSG00000197106",388662,"protein_coding","protein_coding"
"632","ENSG00000259946",NA,"lncRNA","lncRNA"
"633","ENSG00000236137",101929099,"lncRNA","lncRNA"
"634","ENSG00000203859",3284,"protein_coding","protein_coding"
"635","ENSG00000228086",NA,"lncRNA","lncRNA"
"636","ENSG00000213421",NA,"processed_pseudogene","processed_pseudogene"
"637","ENSG00000234020",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"638","ENSG00000236804",NA,"processed_pseudogene","processed_pseudogene"
"639","ENSG00000231072",NA,"processed_pseudogene","processed_pseudogene"
"640","ENSG00000273406",NA,"lncRNA","lncRNA"
"641","ENSG00000185946",55599,"protein_coding","protein_coding"
"642","ENSG00000162627",51375,"protein_coding","protein_coding"
"643","ENSG00000226715",105378872,"lncRNA","lncRNA"
"644","ENSG00000162695",148867,"protein_coding","protein_coding"
"645","ENSG00000265808",9554,"protein_coding","protein_coding"
"646","ENSG00000261290",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"647","ENSG00000225923",NA,"processed_pseudogene","processed_pseudogene"
"648","ENSG00000134247",5738,"protein_coding","protein_coding"
"649","ENSG00000187481",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"650","ENSG00000116752",10286,"protein_coding","protein_coding"
"651","ENSG00000162664",284695,"protein_coding","nonsense_mediated_decay"
"652","ENSG00000236866",NA,"lncRNA","lncRNA"
"653","ENSG00000134253",80263,"protein_coding","nonsense_mediated_decay"
"654","ENSG00000223416",NA,"processed_pseudogene","processed_pseudogene"
"655","ENSG00000179571",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"656","ENSG00000227850",NA,"processed_pseudogene","processed_pseudogene"
"657","ENSG00000235777",100873933,"lncRNA","lncRNA"
"658","ENSG00000173218",81839,"protein_coding","protein_coding"
"659","ENSG00000285532",NA,"lncRNA","lncRNA"
"660","ENSG00000226755",NA,"processed_pseudogene","processed_pseudogene"
"661","ENSG00000232650",105378934,"lncRNA","lncRNA"
"662","ENSG00000183508",54855,"protein_coding","protein_coding"
"663","ENSG00000277095",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"664","ENSG00000234283",NA,"lncRNA","lncRNA"
"665","ENSG00000232780",NA,"transcribed_processed_pseudogene","processed_transcript"
"666","ENSG00000274927",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"667","ENSG00000264145",NA,"processed_pseudogene","processed_pseudogene"
"668","ENSG00000238256",NA,"processed_pseudogene","processed_pseudogene"
"669","ENSG00000198765",6847,"protein_coding","protein_coding"
"670","ENSG00000224335",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"671","ENSG00000277702",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"672","ENSG00000143398",8394,"protein_coding","protein_coding"
"673","ENSG00000196505",54834,"protein_coding","protein_coding"
"674","ENSG00000223489",NA,"processed_pseudogene","processed_pseudogene"
"675","ENSG00000230546",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"676","ENSG00000213262",NA,"processed_pseudogene","processed_pseudogene"
"677","ENSG00000235526",NA,"lncRNA","lncRNA"
"678","ENSG00000228347",NA,"processed_pseudogene","processed_pseudogene"
"679","ENSG00000236012",NA,"processed_pseudogene","processed_pseudogene"
"680","ENSG00000270911",NA,"processed_pseudogene","processed_pseudogene"
"681","ENSG00000134200",7252,"protein_coding","protein_coding"
"682","ENSG00000065183",10885,"protein_coding","protein_coding_CDS_not_defined"
"683","ENSG00000227082",107985194,"lncRNA","lncRNA"
"684","ENSG00000226126",NA,"processed_pseudogene","processed_pseudogene"
"685","ENSG00000163393",55356,"protein_coding","protein_coding"
"686","ENSG00000163156",79005,"protein_coding","protein_coding"
"687","ENSG00000143631",2312,"protein_coding","protein_coding"
"688","ENSG00000156150",257,"protein_coding","protein_coding"
"689","ENSG00000228453",NA,"processed_pseudogene","processed_pseudogene"
"690","ENSG00000274642",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"691","ENSG00000177551",4808,"protein_coding","protein_coding"
"692","ENSG00000197323",51592,"protein_coding","protein_coding"
"693","ENSG00000237975",339400,"lncRNA","lncRNA"
"694","ENSG00000261168",NA,"lncRNA","lncRNA"
"695","ENSG00000229283",NA,"lncRNA","lncRNA"
"696","ENSG00000271419",NA,"processed_pseudogene","processed_pseudogene"
"697","ENSG00000226172",105378933,"lncRNA","lncRNA"
"698","ENSG00000079335",8556,"protein_coding","nonsense_mediated_decay"
"699","ENSG00000143119",963,"protein_coding","protein_coding"
"700","ENSG00000237278",NA,"processed_pseudogene","processed_pseudogene"
"701","ENSG00000233432",NA,"processed_pseudogene","processed_pseudogene"
"702","ENSG00000227700",NA,"processed_pseudogene","processed_pseudogene"
"703","ENSG00000229911",NA,"processed_pseudogene","processed_pseudogene"
"704","ENSG00000143520",388698,"protein_coding","protein_coding"
"705","ENSG00000171943",653464,"protein_coding","protein_coding"
"706","ENSG00000270719",NA,"processed_pseudogene","processed_pseudogene"
"707","ENSG00000155761",200162,"protein_coding","protein_coding_CDS_not_defined"
"708","ENSG00000230806",100873165,"lncRNA","lncRNA"
"709","ENSG00000116830",8458,"protein_coding","protein_coding"
"710","ENSG00000234422",NA,"processed_pseudogene","processed_pseudogene"
"711","ENSG00000227056",NA,"processed_pseudogene","processed_pseudogene"
"712","ENSG00000227091",105378897,"lncRNA","lncRNA"
"713","ENSG00000214204",NA,"processed_pseudogene","processed_pseudogene"
"714","ENSG00000081026",260425,"protein_coding","protein_coding"
"715","ENSG00000225650",NA,"processed_pseudogene","processed_pseudogene"
"716","ENSG00000224965",NA,"lncRNA","lncRNA"
"717","ENSG00000228127",NA,"lncRNA","lncRNA"
"718","ENSG00000226984",NA,"processed_pseudogene","processed_pseudogene"
"719","ENSG00000186150",164153,"protein_coding","protein_coding"
"720","ENSG00000143458",126626,"protein_coding","protein_coding_CDS_not_defined"
"721","ENSG00000230932",NA,"processed_pseudogene","processed_pseudogene"
"722","ENSG00000073754",922,"protein_coding","protein_coding"
"723","ENSG00000228826",NA,"lncRNA","lncRNA"
"724","ENSG00000233907",440594,"lncRNA","lncRNA"
"725","ENSG00000225036",NA,"processed_pseudogene","processed_pseudogene"
"726","ENSG00000228420",NA,"lncRNA","lncRNA"
