# Gene set generated on 2022-09-20T13:31:02 using cellxgene version 1.1.0,,,
# Input data file was BloodGlyco.h5ad, which was last modified on 2022-09-16T10:10:25,,
gene_set_name,gene_set_description,gene_symbol,gene_description
GAG_core_synth,,EXTL3,
GAG_core_synth,,XYLT1,
GAG_core_synth,,FAM20B,
GAG_core_synth,,CSGALNACT1,
GAG_core_synth,,B3GAT3,
GAG_core_synth,,B4GALT7,
GAG_core_synth,,B4GALT3,
GAG_core_synth,,HAS2,
GAG_core_synth,,PXYLP1,
GAG_core_synth,,CSGALNACT2,
GAG_core_synth,,B4GALT4,
GAG_core_synth,,B4GALT1,
GAG_core_synth,,B3GNT2,
GAG_core_synth,,B3GALT6,
GAG_degrad,,HEXA,
GAG_degrad,,SGSH,
GAG_degrad,,HYAL2,
GAG_degrad,,ARSK,
GAG_degrad,,ARSG,
GAG_degrad,,IDS,
GAG_degrad,,GUSB,
GAG_degrad,,HEXB,
GAG_degrad,,HYAL4,
GAG_degrad,,GALNS,
GAG_degrad,,IDUA,
GAG_degrad,,NEU3,
GAG_degrad,,GLB1,
GAG_degrad,,HYAL3,
GAG_degrad,,NEU4,
GAG_degrad,,HGSNAT,
GAG_degrad,,HPSE,
GAG_degrad,,HYAL1,
GAG_degrad,,NEU2,
GAG_degrad,,GNS,
GAG_degrad,,NAGLU,
GAG_degrad,,CEMIP2,
GAG_degrad,,ARSB,
GAG_degrad,,SPAM1,
GAG_degrad,,NEU1,
GAG_Lyso_degrad,,HYAL1,
GAG_Lyso_degrad,,NEU1,
GAG_Lyso_degrad,,IDUA,
GAG_Lyso_degrad,,GLB1,
GAG_Lyso_degrad,,IDS,
GAG_Lyso_degrad,,GUSB,
GAG_Lyso_degrad,,GALNS,
GAG_Lyso_degrad,,HEXA,
GAG_Lyso_degrad,,NEU4,
GAG_Lyso_degrad,,ARSK,
GAG_Lyso_degrad,,GNS,
GAG_Lyso_degrad,,HEXB,
GAG_Lyso_degrad,,NEU3,
GAG_Lyso_degrad,,ARSB,
GAG_poly,,EXTL3,
GAG_poly,,EXTL1,
GAG_poly,,EXT1,
GAG_poly,,CHPF,
GAG_poly,,CHSY1,
GAG_poly,,B3GNT7,
GAG_poly,,B4GALT1,
GAG_poly,,CSGALNACT1,
GAG_poly,,CSGALNACT2,
GAG_poly,,EXTL2,
GAG_poly,,GLCE,
GAG_poly,,CHSY3,
GAG_poly,,CHPF2,
GAG_poly,,DSE,
GAG_poly,,B4GALT4,
GAG_poly,,DSEL,
GAG_poly,,B4GALT3,
GAG_poly,,B3GNT2,
GAG_poly,,EXT2,
GAG_sulf,,HS3ST6,
GAG_sulf,,HS3ST1,
GAG_sulf,,CHST7,
GAG_sulf,,HS6ST3,
GAG_sulf,,NDST3,
GAG_sulf,,UST,
GAG_sulf,,HS3ST5,
GAG_sulf,,CHST12,
GAG_sulf,,CHST6,
GAG_sulf,,CHST2,
GAG_sulf,,NDST4,
GAG_sulf,,NDST1,
GAG_sulf,,CHST1,
GAG_sulf,,NDST2,
GAG_sulf,,HS3ST4,
GAG_sulf,,CHST5,
GAG_sulf,,CHST14,
GAG_sulf,,HS3ST2,
GAG_sulf,,CHST3,
GAG_sulf,,HS2ST1,
GAG_sulf,,CHST11,
GAG_sulf,,CHST13,
GAG_sulf,,HS3ST3B1,
GAG_sulf,,HS6ST2,
GAG_sulf,,HS6ST1,
GAG_sulf,,HS3ST3A1,
GAG_sulf,,CHST15,
GSL_core_synth,,B4GALNT1,
GSL_core_synth,,B4GALT6,
GSL_core_synth,,UGT8,
GSL_core_synth,,B3GNT5,
GSL_core_synth,,B3GALT4,
GSL_core_synth,,A4GALT,
GSL_core_synth,,UGCG,
GSL_core_synth,,B3GALT5,
GSL_core_synth,,B3GALNT1,
GSL_degrad,,GLA,
GSL_degrad,,NEU4,
GSL_degrad,,NAGA,
GSL_degrad,,GBA3,
GSL_degrad,,FUCA1,
GSL_degrad,,GBA,
GSL_degrad,,NEU2,
GSL_degrad,,FUCA2,
GSL_degrad,,HEXB,
GSL_degrad,,NEU3,
GSL_degrad,,GBA2,
GSL_degrad,,NEU1,
GSL_degrad,,HEXA,
GSL_degrad,,GLB1,
GSL_degrad,,GALC,
GSL_lyso_degrad,,NEU1,
GSL_lyso_degrad,,NEU3,
GSL_lyso_degrad,,FUCA2,
GSL_lyso_degrad,,GLB1,
GSL_lyso_degrad,,GALC,
GSL_lyso_degrad,,HEXB,
GSL_lyso_degrad,,GLA,
GSL_lyso_degrad,,NEU4,
GSL_lyso_degrad,,NAGA,
GSL_lyso_degrad,,FUCA1,
GSL_lyso_degrad,,HEXA,
all_glycogenes,,GAL3ST3,
all_glycogenes,,STT3A,
all_glycogenes,,PLOD3,
all_glycogenes,,CANX,
all_glycogenes,,HEXA,
all_glycogenes,,SEL1L,
all_glycogenes,,IGF2R,
all_glycogenes,,GALNT3,
all_glycogenes,,CHST11,
all_glycogenes,,DPY19L2,
all_glycogenes,,B3GNT5,
all_glycogenes,,GAL3ST1,
all_glycogenes,,HYAL4,
all_glycogenes,,CSGALNACT2,
all_glycogenes,,RPN2,
all_glycogenes,,CHPF,
all_glycogenes,,M6PR,
all_glycogenes,,PAPSS1,
all_glycogenes,,ST8SIA3,
all_glycogenes,,GCNT3,
all_glycogenes,,PIGL,
all_glycogenes,,GXYLT1,
all_glycogenes,,B4GALNT1,
all_glycogenes,,ST3GAL5,
all_glycogenes,,ABO,
all_glycogenes,,DPY19L4,
all_glycogenes,,UGGT2,
all_glycogenes,,POMK,
all_glycogenes,,UXS1,
all_glycogenes,,DPY19L1,
all_glycogenes,,FUT5,
all_glycogenes,,GPI,
all_glycogenes,,LARGE1,
all_glycogenes,,GALNT17,
all_glycogenes,,B4GAT1,
all_glycogenes,,ALG11,
all_glycogenes,,RPN1,
all_glycogenes,,OGT,
all_glycogenes,,GALNT4,
all_glycogenes,,B3GNT4,
all_glycogenes,,ST3GAL4,
all_glycogenes,,MGAT4B,
all_glycogenes,,FUT1,
all_glycogenes,,DNAJB11,
all_glycogenes,,PGM3,
all_glycogenes,,CRPPA,
all_glycogenes,,UGT8,
all_glycogenes,,SLC35B2,
all_glycogenes,,PRKCSH,
all_glycogenes,,HYAL1,
all_glycogenes,,SLC2A3,
all_glycogenes,,TMTC3,
all_glycogenes,,OS9,
all_glycogenes,,ALG3,
all_glycogenes,,B3GNT2,
all_glycogenes,,SLC35C1,
all_glycogenes,,CHST12,
all_glycogenes,,UGP2,
all_glycogenes,,ST6GALNAC4,
all_glycogenes,,SULF1,
all_glycogenes,,A3GALT2,
all_glycogenes,,UGT2B4,
all_glycogenes,,MAN1C1,
all_glycogenes,,B3GALT5,
all_glycogenes,,ST6GALNAC3,
all_glycogenes,,GBA2,
all_glycogenes,,MAN1A1,
all_glycogenes,,FUT10,
all_glycogenes,,MAN2B2,
all_glycogenes,,CEMIP2,
all_glycogenes,,ALG14,
all_glycogenes,,EXTL1,
all_glycogenes,,MPPE1,
all_glycogenes,,CHST8,
all_glycogenes,,PIGA,
all_glycogenes,,ALG10,
all_glycogenes,,ST6GALNAC1,
all_glycogenes,,HS3ST3B1,
all_glycogenes,,RXYLT1,
all_glycogenes,,HYAL2,
all_glycogenes,,PIGB,
all_glycogenes,,HS3ST6,
all_glycogenes,,NEU1,
all_glycogenes,,GALK1,
all_glycogenes,,ARSG,
all_glycogenes,,POMGNT1,
all_glycogenes,,FAM20B,
all_glycogenes,,FKRP,
all_glycogenes,,SULF2,
all_glycogenes,,SLC2A10,
all_glycogenes,,MFNG,
all_glycogenes,,FUT11,
all_glycogenes,,GALNT1,
all_glycogenes,,PGM1,
all_glycogenes,,GALNT6,
all_glycogenes,,B3GALT2,
all_glycogenes,,SLC35A3,
all_glycogenes,,UGT1A9,
all_glycogenes,,FKTN,
all_glycogenes,,UGT2A1,
all_glycogenes,,GNE,
all_glycogenes,,ALG13,
all_glycogenes,,ERLEC1,
all_glycogenes,,B4GALT2,
all_glycogenes,,PIGK,
all_glycogenes,,GALNT10,
all_glycogenes,,MAN2A1,
all_glycogenes,,UGT2B28,
all_glycogenes,,ST8SIA5,
all_glycogenes,,FUT7,
all_glycogenes,,ST3GAL6,
all_glycogenes,,GALNT9,
all_glycogenes,,FPGT,
all_glycogenes,,GUSB,
all_glycogenes,,SLC35A1,
all_glycogenes,,EXT1,
all_glycogenes,,CHST9,
all_glycogenes,,FUT2,
all_glycogenes,,GALNT15,
all_glycogenes,,PLOD1,
all_glycogenes,,B4GALNT4,
all_glycogenes,,CSGALNACT1,
all_glycogenes,,G6PC1,
all_glycogenes,,NDST1,
all_glycogenes,,HAS2,
all_glycogenes,,HS6ST1,
all_glycogenes,,MGAT1,
all_glycogenes,,DNAJC10,
all_glycogenes,,SLC2A5,
all_glycogenes,,UGT2B10,
all_glycogenes,,ALG8,
all_glycogenes,,ARSB,
all_glycogenes,,DPM1,
all_glycogenes,,NAGA,
all_glycogenes,,GALNT13,
all_glycogenes,,GNPTAB,
all_glycogenes,,DSE,
all_glycogenes,,POMGNT2,
all_glycogenes,,UGT3A1,
all_glycogenes,,SLC2A4,
all_glycogenes,,GPAA1,
all_glycogenes,,CHST1,
all_glycogenes,,SLC35B3,
all_glycogenes,,GALNT5,
all_glycogenes,,CHST15,
all_glycogenes,,GALC,
all_glycogenes,,HAS3,
all_glycogenes,,CHST2,
all_glycogenes,,MGAT5B,
all_glycogenes,,AGA,
all_glycogenes,,HGSNAT,
all_glycogenes,,TMTC2,
all_glycogenes,,CHSY3,
all_glycogenes,,UGT1A1,
all_glycogenes,,B3GALT1,
all_glycogenes,,B4GALT3,
all_glycogenes,,GAL3ST2,
all_glycogenes,,GCNT1,
all_glycogenes,,HAS1,
all_glycogenes,,GFPT2,
all_glycogenes,,ST3GAL1,
all_glycogenes,,PIGS,
all_glycogenes,,IDUA,
all_glycogenes,,B3GALT4,
all_glycogenes,,PLOD2,
all_glycogenes,,UGT2A3,
all_glycogenes,,HS3ST1,
all_glycogenes,,SIAE,
all_glycogenes,,CHST5,
all_glycogenes,,AMDHD2,
all_glycogenes,,ENGASE,
all_glycogenes,,PGAP4,
all_glycogenes,,GALT,
all_glycogenes,,PGGHG,
all_glycogenes,,SLC35D2,
all_glycogenes,,DDOST,
all_glycogenes,,GMPPB,
all_glycogenes,,ST6GALNAC2,
all_glycogenes,,B4GALNT2,
all_glycogenes,,C1GALT1,
all_glycogenes,,HS6ST3,
all_glycogenes,,SLC2A8,
all_glycogenes,,GAL3ST4,
all_glycogenes,,CMAS,
all_glycogenes,,PIGU,
all_glycogenes,,SLC2A2,
all_glycogenes,,HSP90B1,
all_glycogenes,,NEU2,
all_glycogenes,,XXYLT1,
all_glycogenes,,HS6ST2,
all_glycogenes,,NDST4,
all_glycogenes,,GALNS,
all_glycogenes,,ALG10B,
all_glycogenes,,GNPTG,
all_glycogenes,,B4GALT4,
all_glycogenes,,POGLUT3,
all_glycogenes,,HK2,
all_glycogenes,,TPST2,
all_glycogenes,,HS3ST2,
all_glycogenes,,MAN2A2,
all_glycogenes,,EXT2,
all_glycogenes,,B4GALT6,
all_glycogenes,,PIGN,
all_glycogenes,,CTBS,
all_glycogenes,,UGT3A2,
all_glycogenes,,TMTC4,
all_glycogenes,,DPY19L3,
all_glycogenes,,ALG1L,
all_glycogenes,,CHST6,
all_glycogenes,,XYLT2,
all_glycogenes,,HS3ST4,
all_glycogenes,,HK1,
all_glycogenes,,NEU4,
all_glycogenes,,NAGLU,
all_glycogenes,,ALG9,
all_glycogenes,,MGAT5,
all_glycogenes,,GNPDA2,
all_glycogenes,,GCNT4,
all_glycogenes,,B4GALNT3,
all_glycogenes,,HPSE,
all_glycogenes,,EXTL2,
all_glycogenes,,GLA,
all_glycogenes,,CHST3,
all_glycogenes,,HS3ST5,
all_glycogenes,,MGAT4A,
all_glycogenes,,DSEL,
all_glycogenes,,NANS,
all_glycogenes,,DAD1,
all_glycogenes,,ST8SIA4,
all_glycogenes,,DPM3,
all_glycogenes,,B4GALT5,
all_glycogenes,,GXYLT2,
all_glycogenes,,B3GNT7,
all_glycogenes,,SLC35D1,
all_glycogenes,,EXTL3,
all_glycogenes,,GCNT2,
all_glycogenes,,B4GALT1,
all_glycogenes,,MGAT2,
all_glycogenes,,GANC,
all_glycogenes,,GNPNAT1,
all_glycogenes,,B3GNT6,
all_glycogenes,,MAN2B1,
all_glycogenes,,CALR,
all_glycogenes,,B3GLCT,
all_glycogenes,,GALNT12,
all_glycogenes,,CHST14,
all_glycogenes,,POMT2,
all_glycogenes,,PGM2,
all_glycogenes,,HK3,
all_glycogenes,,EDEM2,
all_glycogenes,,B3GAT2,
all_glycogenes,,PIGH,
all_glycogenes,,PIGF,
all_glycogenes,,POGLUT2,
all_glycogenes,,GANAB,
all_glycogenes,,PIGO,
all_glycogenes,,NAGPA,
all_glycogenes,,FCSK,
all_glycogenes,,UGT2B11,
all_glycogenes,,XYLT1,
all_glycogenes,,PMM2,
all_glycogenes,,A4GALT,
all_glycogenes,,A4GNT,
all_glycogenes,,GALNT8,
all_glycogenes,,MGAT3,
all_glycogenes,,HYOU1,
all_glycogenes,,GCK,
all_glycogenes,,UGT1A7,
all_glycogenes,,GMPPA,
all_glycogenes,,PIGG,
all_glycogenes,,ARSK,
all_glycogenes,,UGT1A10,
all_glycogenes,,FUT4,
all_glycogenes,,ALG6,
all_glycogenes,,ST6GAL1,
all_glycogenes,,UGGT1,
all_glycogenes,,CHST13,
all_glycogenes,,TMTC1,
all_glycogenes,,GLCE,
all_glycogenes,,B3GALNT2,
all_glycogenes,,MAN1B1,
all_glycogenes,,NEU3,
all_glycogenes,,NAGK,
all_glycogenes,,FUT3,
all_glycogenes,,GLB1,
all_glycogenes,,GALE,
all_glycogenes,,ALG5,
all_glycogenes,,POMT1,
all_glycogenes,,PIGQ,
all_glycogenes,,GFPT1,
all_glycogenes,,HSPA5,
all_glycogenes,,ST6GALNAC5,
all_glycogenes,,B3GNT8,
all_glycogenes,,HEXB,
all_glycogenes,,UGDH,
all_glycogenes,,C1GALT1C1,
all_glycogenes,,EDEM3,
all_glycogenes,,CHST10,
all_glycogenes,,FUCA1,
all_glycogenes,,MANEA,
all_glycogenes,,POGLUT1,
all_glycogenes,,SLC2A12,
all_glycogenes,,CHSY1,
all_glycogenes,,LARGE2,
all_glycogenes,,GALNT14,
all_glycogenes,,CASD1,
all_glycogenes,,MAN1A2,
all_glycogenes,,OGA,
all_glycogenes,,LFNG,
all_glycogenes,,LMAN2,
all_glycogenes,,SGSH,
all_glycogenes,,DPAGT1,
all_glycogenes,,ST3GAL2,
all_glycogenes,,CHST7,
all_glycogenes,,SLC35A2,
all_glycogenes,,ST8SIA6,
all_glycogenes,,HPSE2,
all_glycogenes,,ST3GAL3,
all_glycogenes,,HS3ST3A1,
all_glycogenes,,PMM1,
all_glycogenes,,PAPSS2,
all_glycogenes,,GAA,
all_glycogenes,,NDST2,
all_glycogenes,,B3GAT3,
all_glycogenes,,GBA,
all_glycogenes,,B3GNT3,
all_glycogenes,,GALNT16,
all_glycogenes,,UGT2B15,
all_glycogenes,,RFNG,
all_glycogenes,,MANBA,
all_glycogenes,,UGT1A6,
all_glycogenes,,PIGX,
all_glycogenes,,MPI,
all_glycogenes,,HS2ST1,
all_glycogenes,,GFUS,
all_glycogenes,,B3GAT1,
all_glycogenes,,GALNT7,
all_glycogenes,,POFUT2,
all_glycogenes,,B3GALNT1,
all_glycogenes,,RENBP,
all_glycogenes,,TPST1,
all_glycogenes,,GALK2,
all_glycogenes,,ST8SIA2,
all_glycogenes,,FUCA2,
all_glycogenes,,MAN2C1,
all_glycogenes,,GNPDA1,
all_glycogenes,,UST,
all_glycogenes,,COLGALT2,
all_glycogenes,,IDS,
all_glycogenes,,CHST4,
all_glycogenes,,UGT2B17,
all_glycogenes,,PIGW,
all_glycogenes,,CHPF2,
all_glycogenes,,FUT6,
all_glycogenes,,GNS,
all_glycogenes,,HYAL3,
all_glycogenes,,STT3B,
all_glycogenes,,SLC2A1,
all_glycogenes,,UAP1,
all_glycogenes,,GALNT2,
all_glycogenes,,SPAM1,
all_glycogenes,,ST8SIA1,
all_glycogenes,,UGT2B7,
all_glycogenes,,PIGV,
all_glycogenes,,UGT2A2,
all_glycogenes,,POFUT1,
all_glycogenes,,PIGC,
all_glycogenes,,GALNT18,
all_glycogenes,,PXYLP1,
all_glycogenes,,SLC35B4,
all_glycogenes,,ALG1L2,
all_glycogenes,,COLGALT1,
all_glycogenes,,MOGS,
all_glycogenes,,PIGM,
all_glycogenes,,PIGY,
all_glycogenes,,ALG2,
all_glycogenes,,ALG1,
all_glycogenes,,PIGT,
all_glycogenes,,FUT8,
all_glycogenes,,B4GALT7,
all_glycogenes,,GBA3,
all_glycogenes,,GMDS,
all_glycogenes,,UGT1A8,
all_glycogenes,,PIGP,
all_glycogenes,,FUT9,
all_glycogenes,,PIGZ,
all_glycogenes,,UGT1A4,
all_glycogenes,,NDST3,
all_glycogenes,,MGAT4C,
all_glycogenes,,ST6GAL2,
all_glycogenes,,GALNT11,
all_glycogenes,,UGCG,
all_glycogenes,,ALG12,
all_glycogenes,,EDEM1,
all_glycogenes,,DPM2,
all_glycogenes,,ST6GALNAC6,
all_glycogenes,,B3GALT6,
GPIanchor_synth,,GPAA1,
GPIanchor_synth,,PIGS,
GPIanchor_synth,,PIGC,
GPIanchor_synth,,PIGV,
GPIanchor_synth,,PIGQ,
GPIanchor_synth,,PIGX,
GPIanchor_synth,,PIGL,
GPIanchor_synth,,DPM2,
GPIanchor_synth,,PIGU,
GPIanchor_synth,,PIGH,
GPIanchor_synth,,MPPE1,
GPIanchor_synth,,PIGK,
GPIanchor_synth,,PIGB,
GPIanchor_synth,,PIGG,
GPIanchor_synth,,PIGA,
GPIanchor_synth,,PIGM,
GPIanchor_synth,,PIGY,
GPIanchor_synth,,PIGZ,
GPIanchor_synth,,B3GALT4,
GPIanchor_synth,,PIGW,
GPIanchor_synth,,PIGT,
GPIanchor_synth,,PIGP,
GPIanchor_synth,,PIGO,
GPIanchor_synth,,PIGF,
GPIanchor_synth,,PGAP4,
GPIanchor_synth,,PIGN,
GDPFuc_synth,,FCSK,
GDPFuc_synth,,FPGT,
GDPFuc_synth,,GMDS,
GDPFuc_synth,,GFUS,
GDPMan_synth,,GCK,
GDPMan_synth,,HK1,
GDPMan_synth,,GMPPA,
GDPMan_synth,,G6PC1,
GDPMan_synth,,HK2,
GDPMan_synth,,GMPPB,
GDPMan_synth,,PMM1,
GDPMan_synth,,MPI,
GDPMan_synth,,PMM2,
GDPMan_synth,,HK3,
GDPMan_transp,,SLC35D2,
HS_Nsulf_synth,,NDST2,
HS_Nsulf_synth,,NDST1,
HS_Nsulf_synth,,NDST3,
HS_Nsulf_synth,,NDST4,
HS_core_synth,,FAM20B,
HS_core_synth,,EXTL3,
HS_core_synth,,XYLT2,
HS_core_synth,,B3GAT3,
HS_core_synth,,B4GALT7,
HS_core_synth,,XYLT1,
HS_core_synth,,B3GALT6,
HS_degrad,,HPSE,
HS_degrad,,HGSNAT,
HS_degrad,,GNS,
HS_degrad,,NAGLU,
HS_degrad,,SGSH,
HS_degrad,,IDS,
HS_degrad,,GUSB,
HS_degrad,,ARSK,
HS_degrad,,ARSG,
HS_degrad,,IDUA,
HS_lyso_degrad,,IDUA,
HS_lyso_degrad,,IDS,
HS_lyso_degrad,,HPSE,
HS_lyso_degrad,,ARSG,
HS_lyso_degrad,,SGSH,
HS_lyso_degrad,,ARSK,
HS_lyso_degrad,,HGSNAT,
HS_lyso_degrad,,GNS,
HS_lyso_degrad,,GUSB,
HS_lyso_degrad,,NAGLU,
HS_poly,,EXTL3,
HS_poly,,EXT2,
HS_poly,,EXTL2,
HS_poly,,EXT1,
HS_poly,,EXTL1,
HS_poly,,GLCE,
HS_sulf,,HS6ST2,
HS_sulf,,HS3ST4,
HS_sulf,,NDST1,
HS_sulf,,HS3ST3B1,
HS_sulf,,HS3ST3A1,
HS_sulf,,HS6ST1,
HS_sulf,,HS2ST1,
HS_sulf,,HS3ST5,
HS_sulf,,HS6ST3,
HS_sulf,,NDST3,
HS_sulf,,NDST4,
HS_sulf,,HS3ST1,
HS_sulf,,HS3ST2,
HS_sulf,,HS3ST6,
HS_sulf,,NDST2,
HNK1_synth,,CHST10,
HNK1_synth,,B3GAT1,
HNK1_synth,,B3GAT2,
HA_synth,,HAS2,
HA_synth,,HAS1,
HA_synth,,HAS3,
HA_degrad,,HYAL1,
HA_degrad,,HYAL4,
HA_degrad,,HYAL3,
HA_degrad,,SPAM1,
HA_degrad,,CEMIP2,
HA_degrad,,HYAL2,
HA_extracell_degrad,,HYAL4,
HA_extracell_degrad,,HYAL3,
HA_extracell_degrad,,CEMIP2,
HA_extracell_degrad,,HYAL2,
HA_extracell_degrad,,SPAM1,
KS_degrad,,GNS,
KS_degrad,,HEXB,
KS_degrad,,NEU3,
KS_degrad,,GLB1,
KS_degrad,,GALNS,
KS_degrad,,NEU4,
KS_degrad,,HEXA,
KS_degrad,,NEU2,
KS_degrad,,NEU1,
KS_lyso_degrad,,GALNS,
KS_lyso_degrad,,GNS,
KS_lyso_degrad,,NEU3,
KS_lyso_degrad,,HEXA,
KS_lyso_degrad,,GLB1,
KS_lyso_degrad,,HEXB,
KS_lyso_degrad,,NEU1,
KS_lyso_degrad,,NEU4,
KS_poly,,B3GNT7,
KS_poly,,B4GALT4,
KS_poly,,B4GALT1,
KS_poly,,B4GALT3,
KS_poly,,B3GNT2,
KS_sulf,,CHST1,
KS_sulf,,CHST2,
KS_sulf,,CHST6,
KS_sulf,,CHST3,
KS_sulf,,CHST5,
lacto_core_synth,,UGCG,
lacto_core_synth,,B3GNT5,
lacto_core_synth,,B3GALT5,
lacto_core_synth,,B4GALT6,
all_lyso_degrad,,MAN2B1,
all_lyso_degrad,,SGSH,
all_lyso_degrad,,MAN2B2,
all_lyso_degrad,,HYAL1,
all_lyso_degrad,,HPSE,
all_lyso_degrad,,GLB1,
all_lyso_degrad,,NEU1,
all_lyso_degrad,,FUCA1,
all_lyso_degrad,,HEXA,
all_lyso_degrad,,NEU4,
all_lyso_degrad,,GUSB,
all_lyso_degrad,,GALNS,
all_lyso_degrad,,GLA,
all_lyso_degrad,,MANBA,
all_lyso_degrad,,IDUA,
all_lyso_degrad,,CTBS,
all_lyso_degrad,,GALC,
all_lyso_degrad,,HGSNAT,
all_lyso_degrad,,ARSB,
all_lyso_degrad,,IDS,
all_lyso_degrad,,GNS,
all_lyso_degrad,,AGA,
all_lyso_degrad,,NAGLU,
all_lyso_degrad,,ARSK,
all_lyso_degrad,,NAGA,
all_lyso_degrad,,HEXB,
all_lyso_degrad,,NEU3,
all_lyso_degrad,,ARSG,
all_lyso_degrad,,FUCA2,
mod_transp,,SLC35B3,
mod_transp,,SLC35B2,
mono_transp,,SLC2A5,
mono_transp,,SLC2A4,
mono_transp,,SLC2A8,
mono_transp,,SLC2A2,
mono_transp,,SLC2A3,
mono_transp,,SLC2A10,
mono_transp,,SLC2A1,
mono_transp,,SLC2A12,
mod_synth,,PAPSS2,
mod_synth,,PAPSS1,
Sia_mod,,CASD1,
Sia_mod,,SIAE,
Ngly_trim,,MAN2A2,
Ngly_trim,,UGGT2,
Ngly_trim,,MAN1A2,
Ngly_trim,,GANAB,
Ngly_trim,,UGGT1,
Ngly_trim,,MOGS,
Ngly_trim,,MANEA,
Ngly_trim,,EDEM2,
Ngly_trim,,MAN1B1,
Ngly_trim,,PRKCSH,
Ngly_trim,,EDEM3,
Ngly_trim,,MAN1A1,
Ngly_trim,,MAN2A1,
Ngly_trim,,EDEM1,
Ngly_trim,,MAN1C1,
Ngly_branch,,MGAT4A,
Ngly_branch,,MGAT3,
Ngly_branch,,MGAT2,
Ngly_branch,,MGAT5,
Ngly_branch,,MGAT5B,
Ngly_branch,,MGAT4B,
Ngly_branch,,FUT8,
Ngly_branch,,MGAT1,
Ngly_branch,,MGAT4C,
Ngly_synth,,STT3A,
Ngly_synth,,STT3B,
Ngly_synth,,ALG13,
Ngly_synth,,ALG12,
Ngly_synth,,RPN2,
Ngly_synth,,FUT8,
Ngly_synth,,DPM2,
Ngly_synth,,ALG1L2,
Ngly_synth,,DPM1,
Ngly_synth,,MAN2A1,
Ngly_synth,,ALG10,
Ngly_synth,,B3GALT2,
Ngly_synth,,GNPTG,
Ngly_synth,,MGAT1,
Ngly_synth,,MGAT5B,
Ngly_synth,,ALG14,
Ngly_synth,,UGGT2,
Ngly_synth,,PRKCSH,
Ngly_synth,,GNPTAB,
Ngly_synth,,B4GALT1,
Ngly_synth,,ALG8,
Ngly_synth,,MAN1A1,
Ngly_synth,,B4GALT4,
Ngly_synth,,B3GALT1,
Ngly_synth,,EDEM2,
Ngly_synth,,ALG9,
Ngly_synth,,MAN2A2,
Ngly_synth,,B4GALT3,
Ngly_synth,,B4GALT2,
Ngly_synth,,DDOST,
Ngly_synth,,DAD1,
Ngly_synth,,ALG10B,
Ngly_synth,,MAN1A2,
Ngly_synth,,DPM3,
Ngly_synth,,ALG1L,
Ngly_synth,,DPAGT1,
Ngly_synth,,ALG5,
Ngly_synth,,MGAT5,
Ngly_synth,,GANAB,
Ngly_synth,,MGAT2,
Ngly_synth,,EDEM3,
Ngly_synth,,ALG1,
Ngly_synth,,B4GALT5,
Ngly_synth,,ALG11,
Ngly_synth,,MGAT4A,
Ngly_synth,,MAN1B1,
Ngly_synth,,UGGT1,
Ngly_synth,,MOGS,
Ngly_synth,,ALG6,
Ngly_synth,,ALG3,
Ngly_synth,,NAGPA,
Ngly_synth,,MGAT4B,
Ngly_synth,,EDEM1,
Ngly_synth,,MANEA,
Ngly_synth,,ALG2,
Ngly_synth,,MGAT4C,
Ngly_synth,,RPN1,
Ngly_synth,,MAN1C1,
Ngly_synth,,MGAT3,
Ngly_degrad,,HEXA,
Ngly_degrad,,NEU2,
Ngly_degrad,,MAN2B2,
Ngly_degrad,,NEU3,
Ngly_degrad,,NEU4,
Ngly_degrad,,MAN2B1,
Ngly_degrad,,FUCA1,
Ngly_degrad,,ENGASE,
Ngly_degrad,,GLB1,
Ngly_degrad,,NEU1,
Ngly_degrad,,FUCA2,
Ngly_degrad,,MAN2C1,
Ngly_degrad,,AGA,
Ngly_degrad,,HEXB,
Ngly_degrad,,MANBA,
Ngly_degrad,,CTBS,
Nglyc_lyso_degrad,,HEXB,
Nglyc_lyso_degrad,,FUCA2,
Nglyc_lyso_degrad,,FUCA1,
Nglyc_lyso_degrad,,NEU4,
Nglyc_lyso_degrad,,MAN2B1,
Nglyc_lyso_degrad,,MAN2B2,
Nglyc_lyso_degrad,,NEU1,
Nglyc_lyso_degrad,,HEXA,
Nglyc_lyso_degrad,,NEU3,
Nglyc_lyso_degrad,,MANBA,
Nglyc_lyso_degrad,,CTBS,
Nglyc_lyso_degrad,,AGA,
Nglyc_lyso_degrad,,GLB1,
neoLacto_core_synth,,UGCG,
neoLacto_core_synth,,B4GALT6,
neoLacto_core_synth,,B3GNT5,
donor_synth,,GMPPB,
donor_synth,,FPGT,
donor_synth,,GCK,
donor_synth,,PGM2,
donor_synth,,MPI,
donor_synth,,GMPPA,
donor_synth,,CRPPA,
donor_synth,,GALE,
donor_synth,,GPI,
donor_synth,,UGDH,
donor_synth,,PMM1,
donor_synth,,NANS,
donor_synth,,DPM2,
donor_synth,,GFUS,
donor_synth,,PMM2,
donor_synth,,GNE,
donor_synth,,UAP1,
donor_synth,,HK1,
donor_synth,,AMDHD2,
donor_synth,,NAGK,
donor_synth,,GNPDA1,
donor_synth,,DPM1,
donor_synth,,UXS1,
donor_synth,,HK2,
donor_synth,,GFPT1,
donor_synth,,GALK1,
donor_synth,,PGM3,
donor_synth,,HK3,
donor_synth,,GNPDA2,
