# Gene set generated on 2022-09-20T13:31:02 using cellxgene version 1.1.0,,,
# Input data file was BloodGlyco.h5ad, which was last modified on 2022-09-16T10:10:25,,
gene_set_name,gene_set_description,gene_symbol,gene_description
donor_synth,,ALG5,
donor_synth,,DPM3,
donor_synth,,GFPT2,
donor_synth,,PGM1,
donor_synth,,G6PC1,
donor_synth,,GALK2,
donor_synth,,CMAS,
donor_synth,,RENBP,
donor_synth,,UGP2,
donor_synth,,GALT,
donor_synth,,GNPNAT1,
donor_synth,,GMDS,
donor_synth,,FCSK,
Ofuc_synth,,POFUT2,
Ofuc_synth,,B3GLCT,
Ofuc_synth,,RFNG,
Ofuc_synth,,LFNG,
Ofuc_synth,,B4GALT1,
Ofuc_synth,,POFUT1,
Ofuc_synth,,MFNG,
Oglc_synth,,POGLUT1,
Oglc_synth,,POGLUT3,
Oglc_synth,,XXYLT1,
Oglc_synth,,GXYLT2,
Oglc_synth,,POGLUT2,
Oglc_synth,,GXYLT1,
Ogly_synth,,GALNT1,
Ogly_synth,,C1GALT1C1,
Ogly_synth,,XXYLT1,
Ogly_synth,,POGLUT1,
Ogly_synth,,GALNT7,
Ogly_synth,,GALNT5,
Ogly_synth,,GALNT16,
Ogly_synth,,GALNT13,
Ogly_synth,,GCNT4,
Ogly_synth,,POFUT2,
Ogly_synth,,GALNT6,
Ogly_synth,,POMT2,
Ogly_synth,,OGT,
Ogly_synth,,PLOD2,
Ogly_synth,,TMTC4,
Ogly_synth,,GALNT10,
Ogly_synth,,LFNG,
Ogly_synth,,POGLUT3,
Ogly_synth,,GALNT3,
Ogly_synth,,GALNT11,
Ogly_synth,,GALNT15,
Ogly_synth,,DPM2,
Ogly_synth,,RFNG,
Ogly_synth,,GALNT2,
Ogly_synth,,GALNT18,
Ogly_synth,,B3GALT2,
Ogly_synth,,B4GALT4,
Ogly_synth,,POGLUT2,
Ogly_synth,,C1GALT1,
Ogly_synth,,B3GALNT2,
Ogly_synth,,FKRP,
Ogly_synth,,PLOD3,
Ogly_synth,,A4GNT,
Ogly_synth,,CRPPA,
Ogly_synth,,GCNT3,
Ogly_synth,,GXYLT1,
Ogly_synth,,POMGNT2,
Ogly_synth,,GALNT9,
Ogly_synth,,GALNT4,
Ogly_synth,,MFNG,
Ogly_synth,,B4GALT1,
Ogly_synth,,POFUT1,
Ogly_synth,,GXYLT2,
Ogly_synth,,DPM1,
Ogly_synth,,GALNT17,
Ogly_synth,,B3GNT3,
Ogly_synth,,GALNT8,
Ogly_synth,,OGA,
Ogly_synth,,TMTC3,
Ogly_synth,,POMT1,
Ogly_synth,,GCNT1,
Ogly_synth,,B3GNT6,
Ogly_synth,,POMGNT1,
Ogly_synth,,B4GALT3,
Ogly_synth,,GALNT12,
Ogly_synth,,LARGE1,
Ogly_synth,,B4GALT2,
Ogly_synth,,FKTN,
Ogly_synth,,DPM3,
Ogly_synth,,B3GALT1,
Ogly_synth,,B3GLCT,
Ogly_synth,,COLGALT2,
Ogly_synth,,PLOD1,
Ogly_synth,,COLGALT1,
Ogly_synth,,GALNT14,
Ogly_synth,,TMTC1,
Ogly_synth,,RXYLT1,
Ogly_synth,,POMK,
Ogly_synth,,B4GAT1,
Ogly_synth,,MGAT5B,
Ogly_synth,,B3GALT5,
Ogly_synth,,TMTC2,
Ogly_synth,,B4GALT5,
Ogly_synth,,LARGE2,
Ogly_degrad,,NEU2,
Ogly_degrad,,HEXA,
Ogly_degrad,,NEU3,
Ogly_degrad,,NEU4,
Ogly_degrad,,NAGA,
Ogly_degrad,,NEU1,
Ogly_degrad,,FUCA1,
Ogly_degrad,,GLB1,
Ogly_degrad,,FUCA2,
Ogly_degrad,,HEXB,
Ogly_lyso_degrad,,NEU3,
Ogly_lyso_degrad,,NEU4,
Ogly_lyso_degrad,,NEU1,
Ogly_lyso_degrad,,FUCA1,
Ogly_lyso_degrad,,HEXA,
Ogly_lyso_degrad,,GLB1,
Ogly_lyso_degrad,,HEXB,
Ogly_lyso_degrad,,NAGA,
Ogly_lyso_degrad,,FUCA2,
Ogly_sulf,,CHST4,
Ogly_sulf,,GAL3ST4,
Ogly_sulf,,GAL3ST2,
Ogly_sulf,,CHST2,
Ogly_sulf,,CHST1,
Ogly_sulf,,CHST6,
Ogly_sulf,,CHST5,
Ogly_sulf,,GAL3ST3,
OGalNAc_synth,,B4GALT4,
OGalNAc_synth,,GALNT5,
OGalNAc_synth,,B4GALT1,
OGalNAc_synth,,B3GALT5,
OGalNAc_synth,,GALNT3,
OGalNAc_synth,,GALNT15,
OGalNAc_synth,,GALNT9,
OGalNAc_synth,,GALNT17,
OGalNAc_synth,,C1GALT1C1,
OGalNAc_synth,,B4GALT3,
OGalNAc_synth,,GALNT2,
OGalNAc_synth,,A4GNT,
OGalNAc_synth,,GALNT14,
OGalNAc_synth,,B3GNT3,
OGalNAc_synth,,GALNT8,
OGalNAc_synth,,C1GALT1,
OGalNAc_synth,,GALNT1,
OGalNAc_synth,,GALNT12,
OGalNAc_synth,,GALNT7,
OGalNAc_synth,,B4GALT5,
OGalNAc_synth,,GALNT18,
OGalNAc_synth,,GALNT13,
OGalNAc_synth,,GALNT6,
OGalNAc_synth,,GCNT1,
OGalNAc_synth,,B4GALT2,
OGalNAc_synth,,B3GALT1,
OGalNAc_synth,,GALNT11,
OGalNAc_synth,,GALNT10,
OGalNAc_synth,,GCNT3,
OGalNAc_synth,,GALNT16,
OGalNAc_synth,,B3GNT6,
OGalNAc_synth,,B3GALT2,
OGalNAc_synth,,GALNT4,
OGalNAc_synth,,GCNT4,
OGalNAc_core,,C1GALT1,
OGalNAc_core,,C1GALT1C1,
OGalNAc_core,,A4GNT,
OGalNAc_core,,GCNT1,
OGalNAc_core,,GCNT3,
OGalNAc_core,,GCNT4,
OGalNAc_core,,B3GNT3,
OGalNAc_core,,B3GALT5,
OGalNAc_core,,B3GNT6,
OGlcNAc_synth,,OGA,
OGlcNAc_synth,,OGT,
PAPS_synth,,PAPSS1,
PAPS_synth,,PAPSS2,
PAPS_transp,,SLC35B3,
PAPS_transp,,SLC35B2,
TyrP_synth,,TPST1,
TyrP_synth,,TPST2,
Fuc_synth,,FUT7,
Fuc_synth,,ABO,
Fuc_synth,,FUT10,
Fuc_synth,,FUT5,
Fuc_synth,,FUT1,
Fuc_synth,,FUT11,
Fuc_synth,,FUT2,
Fuc_synth,,FUT4,
Fuc_synth,,FUT6,
Fuc_synth,,FUT9,
Fuc_synth,,FUT3,
GalST_synth,,GAL3ST2,
GalST_synth,,GAL3ST1,
GalST_synth,,GAL3ST3,
GalST_synth,,GAL3ST4,
Sia_synth,,ST6GAL1,
Sia_synth,,ST6GALNAC3,
Sia_synth,,ST6GALNAC5,
Sia_synth,,ST3GAL3,
Sia_synth,,ST3GAL2,
Sia_synth,,ST8SIA6,
Sia_synth,,ST6GALNAC2,
Sia_synth,,ST8SIA2,
Sia_synth,,ST8SIA1,
Sia_synth,,ST8SIA3,
Sia_synth,,ST3GAL5,
Sia_synth,,ST3GAL4,
Sia_synth,,ST6GALNAC4,
Sia_synth,,ST6GALNAC1,
Sia_synth,,ST8SIA4,
Sia_synth,,ST3GAL6,
Sia_synth,,ST8SIA5,
Sia_synth,,ST6GAL2,
Sia_synth,,ST6GALNAC6,
Sia_synth,,ST3GAL1,
Sia_ganglio_synth,,ST6GALNAC5,
Sia_ganglio_synth,,ST8SIA3,
Sia_ganglio_synth,,ST3GAL5,
Sia_ganglio_synth,,ST8SIA1,
Sia_ganglio_synth,,ST6GALNAC4,
Sia_ganglio_synth,,ST8SIA5,
Sia_ganglio_synth,,ST3GAL2,
Sia_ganglio_synth,,ST6GALNAC6,
Sia_ganglio_synth,,ST6GALNAC3,
Sia_Ngly_synth,,ST8SIA4,
Sia_Ngly_synth,,ST3GAL6,
Sia_Ngly_synth,,ST3GAL4,
Sia_Ngly_synth,,ST3GAL3,
Sia_Ngly_synth,,ST8SIA3,
Sia_Ngly_synth,,ST6GAL2,
Sia_Ngly_synth,,ST6GAL1,
Sia_Ngly_synth,,ST8SIA2,
Sia_OFuc_synth,,ST6GAL2,
Sia_OFuc_synth,,ST6GAL1,
Sia_Ogly_synth,,ST6GAL1,
Sia_Ogly_synth,,ST3GAL3,
Sia_Ogly_synth,,ST3GAL6,
Sia_Ogly_synth,,ST8SIA2,
Sia_Ogly_synth,,ST8SIA4,
Sia_Ogly_synth,,ST6GALNAC4,
Sia_Ogly_synth,,ST6GALNAC3,
Sia_Ogly_synth,,ST6GALNAC1,
Sia_Ogly_synth,,ST3GAL4,
Sia_Ogly_synth,,ST8SIA6,
Sia_Ogly_synth,,ST6GAL2,
Sia_Ogly_synth,,ST3GAL1,
Sia_Ogly_synth,,ST6GALNAC2,
LacNAcI_synth,,B3GALT2,
LacNAcI_synth,,B3GALT1,
LacNAcII_synth,,B3GNT8,
LacNAcII_synth,,B4GALT4,
LacNAcII_synth,,B3GNT4,
LacNAcII_synth,,B4GALT5,
LacNAcII_synth,,B3GNT2,
LacNAcII_synth,,B4GALT3,
LacNAcII_synth,,B3GNT7,
LacNAcII_synth,,B4GALT2,
LacNAcII_synth,,CHST3,
LacNAcII_synth,,B4GALT1,
LacNAcIII_synth,,C1GALT1C1,
LacNAcIII_synth,,C1GALT1,
UDPGal_synth,,GALT,
UDPGal_synth,,GALK1,
UDPGal_synth,,GALE,
UDPGlc_synth,,HK3,
UDPGlc_synth,,PGM1,
UDPGlc_synth,,HK2,
UDPGlc_synth,,GCK,
UDPGlc_synth,,UGP2,
UDPGlc_synth,,GPI,
UDPGlc_synth,,GALE,
UDPGlc_synth,,G6PC1,
UDPGlc_synth,,HK1,
UDPGlc_synth,,PGM2,
UDPGlcA_synth,,UGDH,
UDPGlcA_transp,,SLC35D1,
UDPGalNAc_synth,,GALK2,
UDPGalNAc_synth,,GALE,
UDPGalNAc_synth,,UAP1,
UDPGalNAc_transp,,SLC35D1,
UDPGlcNAc_synth,,GALE,
UDPGlcNAc_synth,,AMDHD2,
UDPGlcNAc_synth,,PGM3,
UDPGlcNAc_synth,,UAP1,
UDPGlcNAc_synth,,GNPNAT1,
UDPGlcNAc_synth,,NAGK,
UDPGlcNAc_synth,,GNPDA2,
UDPGlcNAc_synth,,GFPT2,
UDPGlcNAc_synth,,GFPT1,
UDPGlcNAc_synth,,GNPDA1,
UDPXyl_synth,,UXS1,
Glycuron_degrad,,UGT1A1,
Glycuron_degrad,,UGT2A2,
Glycuron_degrad,,UGT2B10,
Glycuron_degrad,,UGT2B15,
Glycuron_degrad,,UGT2B4,
Glycuron_degrad,,UGT2B11,
Glycuron_degrad,,UGT2B7,
Glycuron_degrad,,UGT2B17,
Glycuron_degrad,,UGT1A9,
Glycuron_degrad,,UGT3A1,
Glycuron_degrad,,UGT1A10,
Glycuron_degrad,,UGT2A1,
Glycuron_degrad,,UGT1A4,
Glycuron_degrad,,UGT2A3,
Glycuron_degrad,,UGT1A7,
Glycuron_degrad,,UGT1A6,
Glycuron_degrad,,UGT1A8,
Glycuron_degrad,,UGT2B28,
Glycuron_degrad,,UGT3A2,
SLeX,,FUT7,
SLeX,,ST3GAL4,
SLeX,,C1GALT1,
SLeX,,C1GALT1C1,
SLeX,,GCNT1,
